name,MOS,����,score1,ģ��,score2,ɫ�ʲ���,score3,���ع�,score4,Ƿ�ع�,score5,���,score6,Ƿ����,score7,��ƽ��ʧ��,score8,�����,score9,������ɫ�쳣,score10,��
RUAS_outdoor_0077.png,1.866666667,0.142857143,2.25,0.321428571,2.444444444,0.0,0.0,0.392857143,2.272727273,0.0,0.0,0.142857143,2.0,0.0,0.0,0.035714286,3.0,0.035714286,4.0,0.0,0.0,0.0
PairLIE_indoor_0022.png,1.8,0.464285714,1.923076923,0.321428571,2.111111111,0.035714286,3.0,0.035714286,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,2.0,0.0,0.0,0.035714286,4.0,0.035714286
RUAS_outdoor_0037.png,2.0,0.357142857,2.6,0.071428571,2.5,0.142857143,1.5,0.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,2.25,0.035714286,4.0,0.071428571,2.5,0.0
NeRCO_indoor_0042.png,1.357142857,0.285714286,1.875,0.071428571,1.5,0.107142857,1.333333333,0.0,0.0,0.285714286,1.375,0.0,0.0,0.035714286,2.0,0.214285714,2.333333333,0.0,0.0,0.071428571,1.0,0.0
SCI_outdoor_0066.png,2.153846154,0.464285714,2.384615385,0.25,2.571428571,0.107142857,3.333333333,0.0,0.0,0.035714286,5.0,0.035714286,2.0,0.0,0.0,0.071428571,3.5,0.0,0.0,0.071428571,2.5,0.035714286
LLFlow_indoor_0028.png,1.333333333,0.357142857,1.9,0.107142857,2.0,0.178571429,1.2,0.0,0.0,0.357142857,1.6,0.0,0.0,0.035714286,3.0,0.0,0.0,0.0,0.0,0.035714286,1.0,0.0
ReSCUE_finetune_indoor_0025.png,1.4,0.535714286,1.333333333,0.107142857,2.333333333,0.0,0.0,0.0,0.0,0.035714286,1.0,0.0,0.0,0.142857143,1.5,0.214285714,2.166666667,0.0,0.0,0.035714286,2.0,0.0
NeRCO_outdoor_0070.png,1.0,0.178571429,1.4,0.25,1.571428571,0.071428571,1.0,0.0,0.0,0.357142857,1.3,0.0,0.0,0.035714286,2.0,0.107142857,1.0,0.0,0.0,0.071428571,1.5,0.0
PairLIE_outdoor_0006.png,1.4,0.535714286,1.266666667,0.071428571,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.392857143,1.454545455,0.035714286,2.0,0.0,0.0,0.035714286
KinD_outdoor_0063.png,1.4,0.535714286,1.466666667,0.214285714,2.333333333,0.035714286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178571429,1.8,0.035714286,2.0,0.035714286,4.0,0.035714286
SCI_indoor_0054.png,2.866666667,0.285714286,2.625,0.142857143,2.5,0.142857143,3.25,0.0,0.0,0.035714286,3.0,0.0,0.0,0.035714286,3.0,0.107142857,3.0,0.035714286,3.0,0.035714286,5.0,0.25
RetinexMamba_outdoor_0072.png,1.666666667,0.428571429,1.75,0.178571429,2.2,0.107142857,1.666666667,0.071428571,3.0,0.035714286,4.0,0.035714286,2.0,0.035714286,2.0,0.035714286,3.0,0.071428571,2.0,0.035714286,3.0,0.035714286
RQ-LLIE_indoor_0050.png,1.6,0.535714286,1.8,0.214285714,2.5,0.035714286,4.0,0.035714286,4.0,0.035714286,3.0,0.0,0.0,0.107142857,3.333333333,0.071428571,2.0,0.0,0.0,0.0,0.0,0.035714286
GSAD_outdoor_0026.png,1.153846154,0.357142857,2.0,0.142857143,2.0,0.142857143,2.0,0.035714286,2.0,0.035714286,3.0,0.0,0.0,0.035714286,2.0,0.107142857,1.0,0.035714286,2.0,0.071428571,2.0,0.035714286
LLFlow_outdoor_0008.png,1.6,0.392857143,1.818181818,0.107142857,2.333333333,0.214285714,1.5,0.0,0.0,0.285714286,2.25,0.0,0.0,0.035714286,4.0,0.0,0.0,0.035714286,3.0,0.0,0.0,0.0
RQ-LLIE_indoor_0004.png,1.357142857,0.535714286,1.6,0.142857143,2.0,0.035714286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714286,2.0,0.214285714,2.166666667,0.0,0.0,0.071428571,3.5,0.035714286
GT_outdoor_0009.png,1.8,0.214285714,2.833333333,0.142857143,2.0,0.0,0.0,0.0,0.0,0.5,1.785714286,0.0,0.0,0.035714286,4.0,0.0,0.0,0.0,0.0,0.071428571,2.5,0.107142857
NeRCO_outdoor_0060.png,1.533333333,0.285714286,1.625,0.142857143,2.0,0.035714286,1.0,0.0,0.0,0.285714286,2.125,0.0,0.0,0.0,0.0,0.25,1.714285714,0.0,0.0,0.071428571,2.0,0.0
SNR_outdoor_0016.png,1.6,0.392857143,2.0,0.428571429,1.416666667,0.071428571,3.0,0.035714286,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714286,2.0,0.071428571,2.0,0.0,0.0,0.035714286
RUAS_outdoor_0014.png,1.533333333,0.25,1.571428571,0.321428571,2.0,0.071428571,1.0,0.214285714,2.0,0.035714286,2.0,0.071428571,2.0,0.0,0.0,0.071428571,2.0,0.035714286,2.0,0.0,0.0,0.0
ZERO-DCE_indoor_0058.png,2.142857143,0.428571429,2.416666667,0.285714286,3.0,0.0,0.0,0.0,0.0,0.107142857,3.0,0.0,0.0,0.071428571,3.0,0.107142857,2.0,0.035714286,2.0,0.0,0.0,0.035714286
MIRNet_outdoor_0026.png,1.214285714,0.464285714,1.230769231,0.285714286,1.75,0.142857143,1.25,0.0,0.0,0.071428571,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714286,2.0,0.035714286,1.0,0.035714286
CLIP-LIT_indoor_0005.png,1.666666667,0.464285714,2.461538462,0.142857143,2.5,0.035714286,3.0,0.0,0.0,0.357142857,1.9,0.0,0.0,0.0,0.0,0.035714286,1.0,0.035714286,1.0,0.0,0.0,0.0
MIRNet_outdoor_0031.png,1.466666667,0.535714286,1.6,0.178571429,2.4,0.178571429,1.6,0.0,0.0,0.035714286,3.0,0.0,0.0,0.0,0.0,0.035714286,3.0,0.035714286,2.0,0.035714286,1.0,0.035714286
AGLLNet_indoor_0040.png,1.2,0.535714286,1.133333333,0.214285714,1.5,0.071428571,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107142857,2.0,0.035714286,2.0,0.035714286,2.0,0.035714286,1.0,0.035714286
RUAS_outdoor_0007.png,1.333333333,0.357142857,1.6,0.107142857,2.0,0.107142857,2.333333333,0.107142857,1.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.357142857,1.4,0.035714286,2.0,0.0,0.0,0.0
ReSCUE_outdoor_0008.png,1.666666667,0.5,1.714285714,0.142857143,3.0,0.0,0.0,0.142857143,3.25,0.035714286,2.0,0.0,0.0,0.107142857,2.0,0.035714286,2.0,0.035714286,3.0,0.035714286,1.0,0.035714286
CLIP-LIT_indoor_0009.png,1.4,0.535714286,1.466666667,0.071428571,2.0,0.071428571,2.5,0.0,0.0,0.357142857,2.2,0.0,0.0,0.0,0.0,0.035714286,2.0,0.0,0.0,0.0,0.0,0.0
EnlightenGAN_indoor_0016.png,1.733333333,0.535714286,1.8,0.178571429,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285714286,2.0,0.0,0.0,0.035714286,1.0,0.035714286
IAT_outdoor_53.png,2.214285714,0.178571429,2.2,0.357142857,3.0,0.0,0.0,0.035714286,3.0,0.0,0.0,0.0,0.0,0.321428571,2.666666667,0.071428571,3.5,0.035714286,4.0,0.0,0.0,0.071428571
CLIP-LIT_indoor_0007.png,1.533333333,0.535714286,1.733333333,0.178571429,1.6,0.071428571,2.0,0.0,0.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714286,3.0,0.0,0.0,0.0
RetinexNet_SDSD_outdoor_0038.png,1.0,0.5,1.428571429,0.071428571,2.0,0.178571429,1.2,0.035714286,1.0,0.0,0.0,0.107142857,1.333333333,0.0,0.0,0.0,0.0,0.071428571,1.0,0.107142857,1.333333333,0.0
GT_outdoor_0040.png,2.785714286,0.142857143,2.25,0.285714286,2.375,0.035714286,2.0,0.0,0.0,0.035714286,4.0,0.0,0.0,0.035714286,4.0,0.178571429,3.0,0.071428571,3.0,0.0,0.0,0.285714286
MIRNet_outdoor_0005.png,1.266666667,0.5,1.428571429,0.214285714,1.666666667,0.035714286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071428571,2.0,0.178571429,2.0,0.071428571,1.0,0.0,0.0,0.0
PairLIE_outdoor_0063.png,1.666666667,0.5,1.785714286,0.321428571,2.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178571429,2.0,0.0,0.0,0.035714286,3.0,0.035714286
RetinexMamba_indoor_0009.png,1.8,0.535714286,1.866666667,0.142857143,1.75,0.107142857,2.666666667,0.035714286,4.0,0.035714286,3.0,0.0,0.0,0.071428571,3.0,0.035714286,2.0,0.035714286,2.0,0.035714286,1.0,0.035714286
GSAD_outdoor_0042.png,2.357142857,0.357142857,2.2,0.25,2.571428571,0.035714286,2.0,0.0,0.0,0.178571429,2.6,0.0,0.0,0.035714286,4.0,0.071428571,3.0,0.071428571,3.0,0.0,0.0,0.0
RetinexMamba_indoor_0036.png,2.6,0.285714286,2.25,0.321428571,2.777777778,0.035714286,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107142857,3.333333333,0.071428571,3.0,0.0,0.0,0.071428571,4.0,0.178571429
MIRNet_indoor_0050.png,1.533333333,0.464285714,1.769230769,0.107142857,3.0,0.214285714,1.666666667,0.035714286,3.0,0.107142857,2.0,0.0,0.0,0.0,0.0,0.071428571,2.5,0.0,0.0,0.035714286,1.0,0.035714286
ZERO-DCE_indoor_0024.png,2.0,0.535714286,2.066666667,0.178571429,2.4,0.035714286,3.0,0.0,0.0,0.214285714,2.833333333,0.0,0.0,0.0,0.0,0.035714286,2.0,0.0,0.0,0.0,0.0,0.071428571
ZERO-DCE_outdoor_0068.png,2.0,0.464285714,2.384615385,0.25,2.428571429,0.0,0.0,0.0,0.0,0.071428571,3.5,0.071428571,2.0,0.035714286,1.0,0.0,0.0,0.107142857,3.0,0.035714286,5.0,0.035714286
ZERO-DCE_indoor_0017.png,1.666666667,0.535714286,1.733333333,0.107142857,2.333333333,0.035714286,2.0,0.0,0.0,0.178571429,3.0,0.0,0.0,0.071428571,3.0,0.071428571,1.0,0.0,0.0,0.071428571,3.5,0.0
LLFlow_outdoor_0023.png,2.285714286,0.142857143,2.5,0.5,2.0,0.0,0.0,0.071428571,3.5,0.035714286,3.0,0.071428571,3.0,0.0,0.0,0.178571429,2.6,0.0,0.0,0.035714286,5.0,0.035714286
SCI_indoor_0051.png,2.214285714,0.535714286,2.4,0.107142857,2.666666667,0.142857143,2.5,0.0,0.0,0.071428571,3.0,0.035714286,2.0,0.035714286,2.0,0.035714286,3.0,0.0,0.0,0.035714286,3.0,0.071428571
AGLLNet_indoor_0032.png,1.533333333,0.535714286,1.333333333,0.25,2.142857143,0.035714286,3.0,0.0,0.0,0.035714286,2.0,0.0,0.0,0.0,0.0,0.035714286,1.0,0.035714286,2.0,0.071428571,1.0,0.071428571
PairLIE_indoor_0021.png,1.714285714,0.535714286,2.066666667,0.321428571,2.333333333,0.035714286,3.0,0.035714286,3.0,0.0,0.0,0.0,0.0,0.107142857,1.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.035714286
LLFormer_outdoor_0066.png,2.285714286,0.357142857,2.6,0.25,2.714285714,0.178571429,2.4,0.071428571,2.0,0.0,0.0,0.0,0.0,0.035714286,3.0,0.107142857,3.0,0.0,0.0,0.035714286,4.0,0.035714286
RetinexNet_SDSD_indoor_0028.png,1.4,0.535714286,1.6,0.142857143,2.25,0.214285714,1.666666667,0.0,0.0,0.0,0.0,0.107142857,2.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071428571
ReSCUE_finetune_indoor_0024.png,1.933333333,0.464285714,1.923076923,0.214285714,2.666666667,0.178571429,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.071428571,4.0,0.035714286,2.0,0.035714286,4.0,0.035714286,3.0,0.035714286
RUAS_outdoor_0058.png,1.933333333,0.107142857,2.666666667,0.321428571,2.444444444,0.071428571,2.0,0.464285714,1.923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.035714286,2.0,0.0,0.0,0.035714286,4.0,0.035714286
NeRCO_indoor_0024.png,1.4,0.392857143,2.090909091,0.107142857,2.0,0.035714286,1.0,0.0,0.0,0.071428571,2.0,0.0,0.0,0.035714286,1.0,0.321428571,1.555555556,0.0,0.0,0.107142857,1.333333333,0.0
NeRCO_outdoor_0031.png,1.733333333,0.357142857,2.1,0.071428571,1.0,0.071428571,2.5,0.0,0.0,0.107142857,2.0,0.0,0.0,0.0,0.0,0.357142857,1.7,0.035714286,3.0,0.035714286,2.0,0.035714286
ZERO-DCE_outdoor_0075.png,2.133333333,0.464285714,2.307692308,0.178571429,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.071428571,2.0,0.0,0.0,0.285714286,2.75,0.0,0.0,0.0,0.0,0.071428571
RetinexMamba_indoor_0023.png,2.4,0.25,2.714285714,0.357142857,2.4,0.107142857,1.666666667,0.071428571,4.5,0.0,0.0,0.035714286,3.0,0.0,0.0,0.071428571,3.0,0.0,0.0,0.107142857,3.0,0.071428571
GSAD_indoor_0032.png,2.266666667,0.357142857,2.3,0.142857143,2.5,0.035714286,3.0,0.0,0.0,0.357142857,2.5,0.0,0.0,0.035714286,2.0,0.035714286,2.0,0.0,0.0,0.0,0.0,0.035714286
SCI_outdoor_0024.png,1.666666667,0.5,1.714285714,0.285714286,1.75,0.071428571,2.0,0.0,0.0,0.071428571,3.5,0.0,0.0,0.035714286,1.0,0.0,0.0,0.071428571,2.0,0.0,0.0,0.035714286
ReSCUE_outdoor_0021.png,1.285714286,0.535714286,1.4,0.214285714,1.833333333,0.035714286,1.0,0.178571429,2.6,0.0,0.0,0.0,0.0,0.035714286,2.0,0.035714286,2.0,0.0,0.0,0.0,0.0,0.035714286
ReSCUE_finetune_outdoor_0036.png,2.357142857,0.5,2.5,0.142857143,2.5,0.214285714,2.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714286,3.0,0.035714286,4.0,0.035714286,4.0,0.107142857
LLFormer_indoor_0026.png,1.333333333,0.535714286,1.4,0.178571429,2.0,0.035714286,1.0,0.0,0.0,0.071428571,1.5,0.0,0.0,0.214285714,2.166666667,0.035714286,3.0,0.0,0.0,0.0,0.0,0.0
IAT_outdoor_41.png,2.428571429,0.357142857,2.8,0.357142857,2.6,0.035714286,2.0,0.035714286,3.0,0.035714286,3.0,0.0,0.0,0.071428571,2.0,0.107142857,2.666666667,0.035714286,3.0,0.035714286,5.0,0.0
KinD_indoor_0027.png,1.0,0.535714286,1.133333333,0.178571429,2.0,0.142857143,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071428571,2.0,0.107142857,1.666666667,0.035714286,1.0,0.0
ReSCUE_finetune_indoor_0021.png,2.133333333,0.321428571,2.333333333,0.357142857,2.3,0.142857143,1.75,0.071428571,2.5,0.0,0.0,0.0,0.0,0.071428571,3.0,0.035714286,3.0,0.035714286,4.0,0.0,0.0,0.035714286
PairLIE_indoor_0041.png,1.428571429,0.5,1.642857143,0.142857143,2.0,0.035714286,4.0,0.071428571,3.0,0.035714286,3.0,0.0,0.0,0.142857143,1.5,0.071428571,2.0,0.035714286,1.0,0.035714286,5.0,0.0
SNR_indoor_0001.png,2.666666667,0.142857143,3.25,0.464285714,2.692307692,0.071428571,3.5,0.0,0.0,0.035714286,3.0,0.0,0.0,0.142857143,2.5,0.142857143,3.25,0.0,0.0,0.035714286,3.0,0.035714286
RetinexMamba_outdoor_0044.png,2.133333333,0.428571429,2.166666667,0.178571429,2.6,0.107142857,2.666666667,0.035714286,2.0,0.0,0.0,0.071428571,2.5,0.071428571,3.5,0.142857143,3.25,0.035714286,1.0,0.0,0.0,0.0
SCI_indoor_0029.png,2.6,0.357142857,3.0,0.25,2.857142857,0.0,0.0,0.0,0.0,0.285714286,3.0,0.0,0.0,0.107142857,3.0,0.071428571,3.5,0.0,0.0,0.0,0.0,0.0
EnlightenGAN_indoor_0051.png,1.8,0.535714286,1.666666667,0.285714286,2.625,0.035714286,1.0,0.035714286,2.0,0.0,0.0,0.0,0.0,0.035714286,2.0,0.0,0.0,0.071428571,2.0,0.035714286,5.0,0.035714286
CLIP-LIT_outdoor_0057.png,2.0,0.428571429,1.916666667,0.071428571,2.5,0.035714286,2.0,0.0,0.0,0.285714286,2.375,0.071428571,2.5,0.0,0.0,0.071428571,2.5,0.035714286,3.0,0.071428571,1.0,0.0
RetinexNet_SDSD_indoor_0053.png,1.2,0.535714286,1.2,0.035714286,2.0,0.214285714,1.833333333,0.035714286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071428571,1.5,0.107142857,2.333333333,0.035714286,1.0,0.035714286
IAT_indoor_41.png,1.466666667,0.464285714,1.538461538,0.071428571,2.0,0.0,0.0,0.071428571,1.0,0.071428571,1.0,0.035714286,2.0,0.321428571,2.111111111,0.035714286,2.0,0.0,0.0,0.0,0.0,0.0
RQ-LLIE_indoor_0058.png,2.466666667,0.5,2.428571429,0.107142857,2.666666667,0.0,0.0,0.071428571,3.0,0.0,0.0,0.035714286,5.0,0.035714286,2.0,0.071428571,3.0,0.035714286,4.0,0.071428571,3.5,0.142857143
ZERO-DCE_indoor_0006.png,1.5,0.392857143,1.818181818,0.142857143,2.25,0.0,0.0,0.0,0.0,0.392857143,2.0,0.0,0.0,0.071428571,3.0,0.035714286,2.0,0.035714286,3.0,0.0,0.0,0.0
NeRCO_outdoor_0078.png,1.428571429,0.107142857,1.666666667,0.464285714,2.076923077,0.214285714,1.833333333,0.035714286,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,1.75,0.035714286,2.0,0.071428571,1.5,0.0
KinD_indoor_0016.png,1.266666667,0.535714286,1.2,0.142857143,1.75,0.071428571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.571428571,0.071428571,2.0,0.0,0.0,0.0
RQ-LLIE_outdoor_0062.png,3.533333333,0.25,2.714285714,0.178571429,3.2,0.0,0.0,0.035714286,4.0,0.0,0.0,0.071428571,3.0,0.0,0.0,0.071428571,4.0,0.0,0.0,0.035714286,5.0,0.428571429
AGLLNet_indoor_0033.png,1.4,0.535714286,1.533333333,0.071428571,2.5,0.107142857,2.333333333,0.035714286,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,2.0,0.0,0.0,0.178571429,1.8,0.0
RUAS_outdoor_0038.png,1.6,0.178571429,1.6,0.321428571,2.333333333,0.0,0.0,0.5,1.5,0.035714286,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714286,2.0,0.0
MIRNet_outdoor_0039.png,1.4,0.5,1.5,0.142857143,2.0,0.142857143,1.0,0.071428571,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107142857,2.666666667,0.0,0.0,0.071428571,1.0,0.035714286
RUAS_indoor_0015.png,2.066666667,0.321428571,2.333333333,0.428571429,2.416666667,0.0,0.0,0.142857143,2.25,0.0,0.0,0.071428571,2.5,0.0,0.0,0.035714286,2.0,0.035714286,2.0,0.035714286,4.0,0.0
CLIP-LIT_outdoor_0066.png,1.642857143,0.392857143,2.090909091,0.142857143,2.5,0.107142857,1.666666667,0.0,0.0,0.107142857,2.0,0.035714286,2.0,0.0,0.0,0.035714286,2.0,0.178571429,2.4,0.035714286,1.0,0.035714286
RetinexNet_SDSD_outdoor_0002.png,1.0,0.5,1.285714286,0.0,0.0,0.178571429,1.2,0.0,0.0,0.0,0.0,0.142857143,1.25,0.0,0.0,0.071428571,2.0,0.142857143,1.25,0.035714286,1.0,0.0
EnlightenGAN_outdoor_0006.png,1.666666667,0.535714286,1.8,0.071428571,2.0,0.035714286,2.0,0.0,0.0,0.0,0.0,0.035714286,2.0,0.0,0.0,0.392857143,1.636363636,0.0,0.0,0.0,0.0,0.0
GT_outdoor_0024.png,2.133333333,0.142857143,3.0,0.25,2.714285714,0.0,0.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.035714286,4.0,0.0,0.0,0.035714286,4.0,0.107142857
ZERO-DCE_outdoor_0019.png,1.4,0.535714286,1.4,0.25,1.857142857,0.0,0.0,0.0,0.0,0.107142857,3.0,0.035714286,2.0,0.035714286,2.0,0.0,0.0,0.035714286,4.0,0.035714286,1.0,0.035714286
ReSCUE_outdoor_0005.png,1.4,0.5,1.357142857,0.285714286,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,2.0,0.071428571,3.5,0.0,0.0,0.035714286,5.0,0.035714286
MIRNet_outdoor_0013.png,2.0,0.392857143,2.090909091,0.321428571,2.444444444,0.035714286,3.0,0.107142857,2.666666667,0.0,0.0,0.035714286,4.0,0.071428571,2.0,0.0,0.0,0.0,0.0,0.035714286,1.0,0.071428571
RQ-LLIE_indoor_0049.png,2.2,0.5,2.5,0.071428571,2.5,0.035714286,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321428571,2.666666667,0.142857143,2.25,0.0,0.0,0.0,0.0,0.0
MBLLEN_outdoor_0073.png,1.4,0.321428571,1.777777778,0.107142857,2.666666667,0.25,1.142857143,0.0,0.0,0.0,0.0,0.142857143,2.5,0.0,0.0,0.071428571,2.0,0.071428571,1.5,0.107142857,1.333333333,0.0
MIRNet_indoor_0020.png,1.6,0.5,1.785714286,0.25,1.857142857,0.178571429,2.2,0.0,0.0,0.035714286,3.0,0.0,0.0,0.071428571,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714286
EnlightenGAN_outdoor_0005.png,1.266666667,0.464285714,1.384615385,0.107142857,2.0,0.107142857,2.0,0.0,0.0,0.0,0.0,0.107142857,1.666666667,0.0,0.0,0.25,2.0,0.035714286,1.0,0.0,0.0,0.0
IAT_outdoor_3.png,1.2,0.535714286,1.266666667,0.285714286,1.375,0.0,0.0,0.035714286,3.0,0.0,0.0,0.0,0.0,0.107142857,1.666666667,0.107142857,1.666666667,0.0,0.0,0.0,0.0,0.0
RetinexMamba_outdoor_0038.png,2.428571429,0.392857143,2.545454545,0.25,2.428571429,0.0,0.0,0.035714286,2.0,0.0,0.0,0.035714286,3.0,0.0,0.0,0.071428571,2.0,0.071428571,2.5,0.035714286,5.0,0.178571429
SNR_outdoor_0076.png,2.266666667,0.178571429,2.6,0.5,2.214285714,0.0,0.0,0.035714286,5.0,0.071428571,3.0,0.071428571,3.0,0.035714286,4.0,0.035714286,3.0,0.0,0.0,0.071428571,3.0,0.071428571
PairLIE_indoor_0029.png,1.466666667,0.535714286,1.933333333,0.214285714,1.666666667,0.035714286,2.0,0.035714286,3.0,0.0,0.0,0.0,0.0,0.214285714,2.166666667,0.035714286,2.0,0.0,0.0,0.0,0.0,0.0
Retinexformer_outdoor_0041.png,1.866666667,0.285714286,2.75,0.25,2.428571429,0.142857143,1.5,0.035714286,3.0,0.0,0.0,0.035714286,3.0,0.071428571,2.0,0.071428571,3.0,0.035714286,1.0,0.142857143,2.25,0.0
ReSCUE_finetune_indoor_0053.png,2.857142857,0.392857143,2.909090909,0.107142857,2.0,0.142857143,3.25,0.0,0.0,0.035714286,5.0,0.035714286,4.0,0.071428571,3.0,0.0,0.0,0.035714286,4.0,0.071428571,4.0,0.178571429
CLIP-LIT_indoor_0031.png,1.571428571,0.535714286,2.0,0.035714286,5.0,0.107142857,2.0,0.0,0.0,0.25,2.142857143,0.071428571,3.0,0.0,0.0,0.035714286,3.0,0.035714286,1.0,0.0,0.0,0.0
PairLIE_indoor_0002.png,1.714285714,0.5,1.928571429,0.25,2.142857143,0.142857143,2.75,0.0,0.0,0.035714286,1.0,0.0,0.0,0.071428571,2.0,0.0,0.0,0.0,0.0,0.035714286,4.0,0.035714286
NeRCO_outdoor_0071.png,1.466666667,0.142857143,2.0,0.107142857,1.666666667,0.0,0.0,0.0,0.0,0.5,1.357142857,0.035714286,3.0,0.071428571,1.5,0.142857143,1.75,0.035714286,3.0,0.035714286,2.0,0.0
RetinexNet_SDSD_outdoor_0029.png,1.2,0.5,1.071428571,0.142857143,2.0,0.178571429,1.0,0.035714286,2.0,0.0,0.0,0.107142857,1.0,0.0,0.0,0.0,0.0,0.035714286,2.0,0.071428571,1.0,0.0
IAT_outdoor_45.png,1.733333333,0.357142857,2.1,0.285714286,2.0,0.0,0.0,0.035714286,1.0,0.0,0.0,0.0,0.0,0.285714286,2.375,0.071428571,4.0,0.035714286,2.0,0.0,0.0,0.0
SNR_outdoor_0053.png,2.5,0.178571429,2.6,0.5,2.428571429,0.035714286,3.0,0.0,0.0,0.035714286,3.0,0.035714286,4.0,0.0,0.0,0.107142857,3.0,0.0,0.0,0.035714286,5.0,0.142857143
AGLLNet_outdoor_0010.png,2.0,0.5,1.857142857,0.142857143,3.0,0.107142857,1.666666667,0.0,0.0,0.071428571,3.0,0.0,0.0,0.071428571,3.0,0.071428571,2.5,0.071428571,4.0,0.0,0.0,0.035714286
